pmt_id,position_x,position_y,position_z,type_int,type_name
2689,-1874.13,7287.150000000001,-3784.72,1,NORMAL
2690,-1360.27,7814.22,-2812.6,1,NORMAL
2691,-1507.84,7862.17,-2561.54,1,NORMAL
2692,-1655.6299999999999,7910.08,-2310.36,1,NORMAL
2693,-1803.1100000000001,7958.150000000001,-2059.09,1,NORMAL
2694,-1648.66,7752.8099999999995,-2796.85,1,NORMAL
2695,-1796.23,7800.76,-2545.78,1,NORMAL
2696,-1944.02,7848.67,-2294.6,1,NORMAL
2697,-1937.1399999999999,7691.63,-2781.18,1,NORMAL
2698,-2084.93,7739.539999999999,-2530.0,1,NORMAL
2699,-2225.54,7630.2300000000005,-2765.4300000000003,1,NORMAL
2700,-1798.86,6831.2699999999995,-4522.7300000000005,1,NORMAL
2701,-1509.6399999999999,6882.0,-4553.929999999999,1,NORMAL
2702,-1943.25,6940.410000000001,-4289.4,1,NORMAL
2703,-1654.1999999999998,6991.24,-4320.9,1,NORMAL
2704,-1364.98,7041.96,-4352.099999999999,1,NORMAL
2705,-1798.8999999999999,7100.22,-4087.6600000000003,1,NORMAL
2706,-1509.6799999999998,7150.9400000000005,-4118.860000000001,1,NORMAL
2707,-2542.31,7567.1,-2686.35,1,NORMAL
2708,-2402.86,7674.91,-2449.21,1,NORMAL
2709,-2263.36,7782.86,-2212.48,1,NORMAL
2710,-2124.0,7890.56,-1975.54,1,NORMAL
2711,-1984.6399999999999,7998.59,-1738.4899999999998,1,NORMAL
2712,-2685.7200000000003,7592.75,-2429.33,1,NORMAL
2713,-2546.36,7700.44,-2192.39,1,NORMAL
2714,-2406.86,7808.39,-1955.66,1,NORMAL
2715,-2267.5899999999997,7916.3099999999995,-1718.8200000000002,1,NORMAL
2716,-2829.2200000000003,7618.28,-2172.51,1,NORMAL
2717,-2689.95,7726.1900000000005,-1935.66,1,NORMAL
2718,-2550.45,7834.139999999999,-1698.94,1,NORMAL
2719,-2972.81,7644.030000000001,-1915.79,1,NORMAL
2720,-2833.3199999999997,7751.98,-1679.06,1,NORMAL
2721,-2578.18,7307.870000000001,-3281.64,1,NORMAL
2722,-2702.13,7149.29,-3497.69,1,NORMAL
2723,-2826.0899999999997,6990.71,-3713.75,1,NORMAL
2724,-2949.95,6831.91,-3929.72,1,NORMAL
2725,-2421.33,7237.4800000000005,-3521.6000000000004,1,NORMAL
2726,-2545.2799999999997,7078.9,-3737.6499999999996,1,NORMAL
2727,-2669.23,6920.320000000001,-3953.71,1,NORMAL
2728,-2264.65,7167.179999999999,-3761.85,1,NORMAL
2729,-2388.6000000000004,7008.6,-3977.91,1,NORMAL
2730,-2107.8,7096.79,-4001.81,1,NORMAL
2731,-1217.48,3669.14,7482.910000000001,1,NORMAL
2732,-964.5699999999999,3812.3599999999997,7430.410000000001,1,NORMAL
2733,-711.8000000000001,3955.55,7378.23,1,NORMAL
2734,-458.68,4098.639999999999,7325.8,1,NORMAL
2735,-205.76,4242.0,7273.51,1,NORMAL
2736,-960.3499999999999,3550.0099999999998,7565.700000000001,1,NORMAL
2737,-707.3900000000001,3692.9300000000003,7513.379999999999,1,NORMAL
2738,-454.47,3836.29,7461.09,1,NORMAL
2739,-201.70999999999998,3979.34,7408.7,1,NORMAL
2740,-703.18,3430.58,7648.68,1,NORMAL
2741,-450.27,3573.8,7596.17,1,NORMAL
2742,-197.51000000000002,3716.85,7543.780000000001,1,NORMAL
2743,-446.2,3311.27,7731.58,1,NORMAL
2744,-193.29000000000002,3454.5,7679.08,1,NORMAL
2745,-1411.0400000000002,5318.4400000000005,6376.68,1,NORMAL
2746,-1394.4900000000002,5532.74,6174.120000000001,1,NORMAL
2747,-1344.58,6175.990000000001,5566.88,1,NORMAL
2748,-1150.21,5440.66,6311.97,1,NORMAL
2749,-1133.3400000000001,5654.9,6109.56,1,NORMAL
2750,-1116.82,5869.41,5907.150000000001,1,NORMAL
2751,-1100.19,6083.57,5704.78,1,NORMAL
2752,-889.0600000000001,5562.83,6247.41,1,NORMAL
2753,-872.51,5777.129999999999,6044.85,1,NORMAL
2754,-855.8799999999999,5991.3,5842.4800000000005,1,NORMAL
2755,-628.15,5684.92,6182.9,1,NORMAL
2756,-611.5999999999999,5899.22,5980.33,1,NORMAL
2757,-1220.8700000000001,3994.59,7305.879999999999,1,NORMAL
2758,-1220.8700000000001,4245.66,7150.72,1,NORMAL
2759,-1220.72,4496.89,6995.44,1,NORMAL
2760,-1220.93,4748.09,6840.2,1,NORMAL
2761,-966.83,4135.58,7253.200000000001,1,NORMAL
2762,-966.83,4386.639999999999,7098.04,1,NORMAL
2763,-966.6800000000001,4637.88,6942.759999999999,1,NORMAL
2764,-712.77,4276.7,7200.74,1,NORMAL
2765,-712.62,4527.93,7045.460000000001,1,NORMAL
2766,-458.72999999999996,4417.679999999999,7148.06,1,NORMAL
2767,-249.16,1631.8700000000001,8251.939999999999,1,NORMAL
2768,-516.09,1748.8200000000002,8205.130000000001,1,NORMAL
2769,-783.24,1865.47,8158.099999999999,1,NORMAL
2770,-1050.39,1982.1100000000001,8111.0599999999995,1,NORMAL
2771,-274.87,1916.93,8179.09,1,NORMAL
2772,-542.02,2033.58,8132.05,1,NORMAL
2773,-809.1700000000001,2150.23,8085.01,1,NORMAL
2774,-300.83,2201.9900000000002,8106.21,1,NORMAL
2775,-567.99,2318.64,8059.17,1,NORMAL
2776,-326.77,2486.75,8033.13,1,NORMAL
2777,-1475.01,7049.27,4353.360000000001,1,NORMAL
2778,-1503.75,6877.709999999999,4591.82,1,NORMAL
2779,-1532.1299999999999,6705.89,4830.280000000001,1,NORMAL
2780,-1560.5099999999998,6534.070000000001,5068.74,1,NORMAL
2781,-1738.18,6933.780000000001,4421.4400000000005,1,NORMAL
2782,-1766.56,6761.96,4659.9,1,NORMAL
2783,-1794.94,6590.14,4898.360000000001,1,NORMAL
2784,-2001.26,6818.16,4489.719999999999,1,NORMAL
2785,-2029.6399999999999,6646.33,4728.18,1,NORMAL
2786,-2264.07,6702.41,4557.799999999999,1,NORMAL
2787,-1715.6399999999999,5429.13,6197.129999999999,1,NORMAL
2788,-1954.41,5506.710000000001,6041.96,1,NORMAL
2789,-1696.7599999999998,5642.63,5994.030000000001,1,NORMAL
2790,-1935.53,5720.22,5838.869999999999,1,NORMAL
2791,-2174.39,5797.94,5683.5,1,NORMAL
2792,-1677.92,5856.34,5791.09,1,NORMAL
2793,-1916.77,5934.0599999999995,5635.73,1,NORMAL
2794,-1659.04,6069.84,5587.99,1,NORMAL
2795,-1693.1200000000001,6289.22,5340.410000000001,1,NORMAL
2796,-1951.52,6153.27,5385.69,1,NORMAL
2797,-2209.65,6017.45,5431.2699999999995,1,NORMAL
2798,-2467.82,5881.58,5476.5,1,NORMAL
2799,-2726.27,5745.83,5521.93,1,NORMAL
2800,-1925.24,6351.65,5168.630000000001,1,NORMAL
2801,-2183.41,6215.77,5213.86,1,NORMAL
2802,-2441.5299999999997,6079.96,5259.450000000001,1,NORMAL
2803,-2699.74,5944.28,5304.83,1,NORMAL
2804,-2157.12,6414.15,4996.8099999999995,1,NORMAL
2805,-2415.33,6278.469999999999,5042.19,1,NORMAL
2806,-2673.4500000000003,6142.66,5087.780000000001,1,NORMAL
2807,-2389.04,6476.849999999999,4825.14,1,NORMAL
2808,-2647.17,6341.040000000001,4870.72,1,NORMAL
2809,-1344.66,2217.15,8013.55,1,NORMAL
2810,-1361.15,2494.21,7912.200000000001,1,NORMAL
2811,-1377.92,2771.07,7811.11,1,NORMAL
2812,-1394.41,3047.88,7709.8099999999995,1,NORMAL
2813,-1410.94,3325.0,7608.71,1,NORMAL
2814,-1100.26,2381.81,7992.57,1,NORMAL
2815,-1116.75,2658.6200000000003,7891.2699999999995,1,NORMAL
2816,-1133.52,2935.48,7790.18,1,NORMAL
2817,-1150.05,3212.3399999999997,7689.120000000001,1,NORMAL
2818,-855.8499999999999,2546.21,7971.63,1,NORMAL
2819,-872.38,2823.07,7870.58,1,NORMAL
2820,-889.16,3099.93,7769.49,1,NORMAL
2821,-611.49,2710.66,7950.9400000000005,1,NORMAL
2822,-628.26,2987.52,7849.85,1,NORMAL
2823,-2560.02,6583.97,4522.7300000000005,1,NORMAL
2824,-2823.82,6455.01,4553.929999999999,1,NORMAL
2825,-2507.3599999999997,6757.14,4289.4,1,NORMAL
2826,-2771.07,6628.360000000001,4320.9,1,NORMAL
2827,-3034.8700000000003,6499.400000000001,4352.099999999999,1,NORMAL
2828,-2718.06,6801.570000000001,4087.6600000000003,1,NORMAL
2829,-2981.8599999999997,6672.61,4118.860000000001,1,NORMAL
2830,-1508.21,4847.67,6720.4,1,NORMAL
2831,-1508.3600000000001,4596.429999999999,6875.68,1,NORMAL
2832,-1508.3600000000001,4345.37,7030.85,1,NORMAL
2833,-1508.3000000000002,4094.0,7186.2,1,NORMAL
2834,-1508.3000000000002,3842.9399999999996,7341.36,1,NORMAL
2835,-1758.94,4695.21,6754.58,1,NORMAL
2836,-1759.09,4443.97,6909.86,1,NORMAL
2837,-1758.88,4192.7699999999995,7065.09,1,NORMAL
2838,-1759.03,3941.54,7220.370000000001,1,NORMAL
2839,-2009.67,4542.74,6788.75,1,NORMAL
2840,-2009.46,4291.54,6943.99,1,NORMAL
2841,-2009.6100000000001,4040.31,7099.27,1,NORMAL
2842,-2260.0299999999997,4390.45,6823.099999999999,1,NORMAL
2843,-2260.18,4139.21,6978.37,1,NORMAL
2844,-2705.4399999999996,5490.8,5785.33,1,NORMAL
2845,-1988.71,5257.86,6251.18,1,NORMAL
2846,-1749.9299999999998,5180.27,6406.35,1,NORMAL
2847,-2718.79,5262.83,5972.759999999999,1,NORMAL
2848,-2479.93,5185.11,6128.13,1,NORMAL
2849,-2240.92,5107.610000000001,6283.25,1,NORMAL
2850,-2002.06,5029.88,6438.61,1,NORMAL
2851,-2732.14,5034.86,6160.1900000000005,1,NORMAL
2852,-2493.13,4957.35,6315.3099999999995,1,NORMAL
2853,-2254.27,4879.63,6470.68,1,NORMAL
2854,-2745.37,4807.3,6347.530000000001,1,NORMAL
2855,-2506.52,4729.58,6502.9,1,NORMAL
2856,-410.64,1318.69,8301.46,1,NORMAL
2857,-649.42,1145.21,8301.46,1,NORMAL
2858,-888.45,971.48,8301.48,1,NORMAL
2859,-1127.22,798.0,8301.48,1,NORMAL
2860,-677.72,1435.24,8253.93,1,NORMAL
2861,-916.5,1261.51,8253.98,1,NORMAL
2862,-944.8399999999999,1551.59,8206.69,1,NORMAL
2863,-1183.87,1378.1100000000001,8206.66,1,NORMAL
2864,-1211.9199999999998,1668.1399999999999,8159.160000000001,1,NORMAL
2865,-2479.98,3162.0299999999997,7378.339999999999,1,NORMAL
2866,-2719.0,2988.54,7378.3,1,NORMAL
2867,-2254.44,3605.25,7258.24,1,NORMAL
2868,-2493.2200000000003,3431.52,7258.289999999999,1,NORMAL
2869,-2732.25,3258.04,7258.25,1,NORMAL
2870,-2506.5,3701.06,7138.490000000001,1,NORMAL
2871,-2745.5299999999997,3527.58,7138.450000000001,1,NORMAL
2872,-2726.23,2369.46,7608.6900000000005,1,NORMAL
2873,-2467.88,2268.11,7709.78,1,NORMAL
2874,-2209.82,2166.81,7811.08,1,NORMAL
2875,-1951.48,2065.21,7912.219999999999,1,NORMAL
2876,-1693.17,1963.92,8013.5599999999995,1,NORMAL
2877,-2699.79,2086.62,7689.08,1,NORMAL
2878,-2441.7,1985.02,7790.18,1,NORMAL
2879,-2183.39,1883.7200000000003,7891.509999999999,1,NORMAL
2880,-1925.3,1782.37,7992.57,1,NORMAL
2881,-2673.6099999999997,1803.5300000000002,7769.47,1,NORMAL
2882,-2415.27,1702.1799999999998,7870.56,1,NORMAL
2883,-2157.17,1600.83,7971.620000000001,1,NORMAL
2884,-2647.43,1520.6899999999998,7849.82,1,NORMAL
2885,-2389.09,1419.34,7950.91,1,NORMAL
2886,-1629.0,267.32,8251.939999999999,1,NORMAL
2887,-1822.7099999999998,49.589999999999996,8205.130000000001,1,NORMAL
2888,-2016.2,-168.44,8158.099999999999,1,NORMAL
2889,-1038.67,8353.14,-290.55,1,NORMAL
2890,-1186.23,8305.21,-541.87,1,NORMAL
2891,-1333.8,8257.26,-792.9300000000001,1,NORMAL
2892,-1481.6,8209.23,-1044.27,1,NORMAL
2893,-1629.17,8161.280000000001,-1295.33,1,NORMAL
2894,-893.87,8346.48,-547.97,1,NORMAL
2895,-1041.43,8298.54,-799.29,1,NORMAL
2896,-1189.24,8250.5,-1050.3700000000001,1,NORMAL
2897,-1336.8000000000002,8202.57,-1301.69,1,NORMAL
2898,-749.0699999999999,8339.81,-805.4000000000001,1,NORMAL
2899,-896.88,8291.77,-1056.48,1,NORMAL
2900,-1044.44,8243.84,-1307.8,1,NORMAL
2901,-604.61,8333.279999999999,-1062.58,1,NORMAL
2902,-752.17,8285.35,-1313.8999999999999,1,NORMAL
2903,-1803.1899999999998,8156.84,-1018.61,1,NORMAL
2904,-1655.6100000000001,8204.79,-767.55,1,NORMAL
2905,-1508.0600000000002,8252.720000000001,-516.23,1,NORMAL
2906,-1360.25,8300.76,-265.15,1,NORMAL
2907,-1943.95,8141.92,-759.4799999999999,1,NORMAL
2908,-1796.38,8189.87,-508.41,1,NORMAL
2909,-1648.8200000000002,8237.8,-257.1,1,NORMAL
2910,-2084.81,8127.23,-500.34,1,NORMAL
2911,-1937.25,8175.17,-249.02,1,NORMAL
2912,-2225.58,8112.3099999999995,-241.20000000000002,1,NORMAL
2913,-2326.95,8094.47,75.01,1,NORMAL
2914,-2037.98,8155.879999999999,69.2,1,NORMAL
2915,-1749.32,8217.46,63.120000000000005,1,NORMAL
2916,-1460.6,8278.79,57.29,1,NORMAL
2917,-1171.72,8340.449999999999,51.48,1,NORMAL
2918,-2175.85,8119.29,327.67,1,NORMAL
2919,-1887.12,8180.610000000001,321.84,1,NORMAL
2920,-1598.46,8242.19,315.76,1,NORMAL
2921,-1309.82,8303.76,309.94,1,NORMAL
2922,-2024.99,8144.02,580.3199999999999,1,NORMAL
2923,-1736.35,8205.59,574.5,1,NORMAL
2924,-1447.69,8267.17,568.42,1,NORMAL
2925,-1874.22,8168.99,832.97,1,NORMAL
2926,-1585.5600000000002,8230.57,826.9,1,NORMAL
2927,-1984.5500000000002,8076.35,-1331.5,1,NORMAL
2928,-2123.8999999999996,8063.28,-1071.42,1,NORMAL
2929,-2263.33,8050.460000000001,-811.59,1,NORMAL
2930,-2402.92,8037.3,-551.53,1,NORMAL
2931,-2542.37,8024.47,-291.44,1,NORMAL
2932,-2267.4100000000003,7992.64,-1319.5500000000002,1,NORMAL
2933,-2406.98,7979.49,-1059.74,1,NORMAL
2934,-2546.43,7966.660000000001,-799.66,1,NORMAL
2935,-2685.77,7953.61,-539.8299999999999,1,NORMAL
2936,-2550.48,7908.85,-1307.88,1,NORMAL
2937,-2689.8399999999997,7895.78,-1047.8,1,NORMAL
2938,-2829.1800000000003,7882.7300000000005,-787.97,1,NORMAL
2939,-2833.3300000000004,7825.16,-1296.1799999999998,1,NORMAL
2940,-2972.68,7812.089999999999,-1036.1,1,NORMAL
2941,-3141.63,7700.389999999999,1331.5,1,NORMAL
2942,-3021.21,7771.73,1071.42,1,NORMAL
2943,-2900.88,7843.31,811.59,1,NORMAL
2944,-2780.21,7914.71,551.53,1,NORMAL
2945,-2659.8599999999997,7986.3,291.44,1,NORMAL
2946,-2863.5899999999997,7798.92,1319.5500000000002,1,NORMAL
2947,-2742.9500000000003,7870.33,1059.74,1,NORMAL
2948,-2622.59,7941.91,799.66,1,NORMAL
2949,-2502.19,8013.25,539.8299999999999,1,NORMAL
2950,-2585.33,7897.530000000001,1307.88,1,NORMAL
2951,-2464.9100000000003,7968.869999999999,1047.8,1,NORMAL
2952,-2344.5099999999998,8040.209999999999,787.97,1,NORMAL
2953,-2307.31,7996.07,1296.1799999999998,1,NORMAL
2954,-2186.89,8067.4,1036.1,1,NORMAL
2955,-3492.88,7443.91,-1653.03,1,NORMAL
2956,-3222.91,7563.0,-1664.71,1,NORMAL
2957,-3636.75,7428.58,-1395.8500000000001,1,NORMAL
2958,-3366.7799999999997,7547.759999999999,-1407.19,1,NORMAL
2959,-3096.81,7666.59,-1418.62,1,NORMAL
2960,-3510.6400000000003,7532.17,-1149.76,1,NORMAL
2961,-3240.67,7651.35,-1161.1,1,NORMAL
2962,-2875.28,7916.3,-75.01,1,NORMAL
2963,-3145.1600000000003,7796.14,-69.2,1,NORMAL
2964,-3414.88,7676.29,-63.120000000000005,1,NORMAL
2965,-3684.52,7556.2,-57.29,1,NORMAL
2966,-3954.46,7436.280000000001,-51.48,1,NORMAL
2967,-3012.11,7847.57,-327.67,1,NORMAL
2968,-3281.74,7727.4800000000005,-321.84,1,NORMAL
2969,-3551.47,7607.63,-315.76,1,NORMAL
2970,-3821.17,7487.780000000001,-309.94,1,NORMAL
2971,-3148.6900000000005,7778.91,-580.3199999999999,1,NORMAL
2972,-3418.3999999999996,7659.0599999999995,-574.5,1,NORMAL
2973,-3688.12,7539.210000000001,-568.42,1,NORMAL
2974,-3285.3500000000004,7710.49,-832.97,1,NORMAL
2975,-3555.07,7590.639999999999,-826.9,1,NORMAL
2976,-3335.67,7658.91,1018.61,1,NORMAL
2977,-3483.25,7610.96,767.55,1,NORMAL
2978,-3630.7999999999997,7563.01,516.23,1,NORMAL
2979,-3778.6099999999997,7514.99,265.15,1,NORMAL
2980,-3213.0200000000004,7729.58,759.4799999999999,1,NORMAL
2981,-3360.59,7681.63,508.41,1,NORMAL
2982,-3508.1400000000003,7633.68,257.1,1,NORMAL
2983,-3090.4300000000003,7800.49,500.34,1,NORMAL
2984,-3237.98,7752.54,249.02,1,NORMAL
2985,-2967.78,7871.15,241.20000000000002,1,NORMAL
2986,-1919.91,7537.23,3244.69,1,NORMAL
2987,-1828.5,7662.86,2993.51,1,NORMAL
2988,-1725.1599999999999,7475.33,3458.04,1,NORMAL
2989,-1634.1,7600.91,3206.7700000000004,1,NORMAL
2990,-1542.7,7726.54,2955.59,1,NORMAL
2991,-1530.76,7413.379999999999,3671.3,1,NORMAL
2992,-1439.3600000000001,7539.009999999999,3420.12,1,NORMAL
2993,-1348.3000000000002,7664.589999999999,3168.85,1,NORMAL
2994,-1256.8899999999999,7790.22,2917.67,1,NORMAL
2995,-1336.02,7351.4800000000005,3884.6499999999996,1,NORMAL
2996,-1244.96,7477.06,3633.38,1,NORMAL
2997,-1153.55,7602.6900000000005,3382.2000000000003,1,NORMAL
2998,-1062.35,7728.22,3131.14,1,NORMAL
2999,-971.0899999999999,7853.9,2879.75,1,NORMAL
3000,-1050.21,7415.16,3846.73,1,NORMAL
3001,-959.1500000000001,7540.74,3595.46,1,NORMAL
3002,-867.75,7666.369999999999,3344.2799999999997,1,NORMAL
3003,-776.55,7791.900000000001,3093.2200000000003,1,NORMAL
3004,-764.4100000000001,7478.84,3808.8099999999995,1,NORMAL
3005,-673.3499999999999,7604.42,3557.54,1,NORMAL
3006,-581.94,7730.05,3306.36,1,NORMAL
3007,-1160.77,7905.68,2640.54,1,NORMAL
3008,-1445.46,7835.96,2675.31,1,NORMAL
3009,-1730.1499999999999,7765.860000000001,2710.3199999999997,1,NORMAL
3010,-2014.8500000000001,7695.77,2745.3199999999997,1,NORMAL
3011,-1349.1200000000001,7936.900000000001,2415.2000000000003,1,NORMAL
3012,-1633.8200000000002,7866.799999999999,2450.21,1,NORMAL
3013,-1918.51,7796.7,2485.21,1,NORMAL
3014,-1537.68,7968.02,2189.99,1,NORMAL
3015,-1822.38,7897.92,2224.99,1,NORMAL
3016,-1726.0400000000002,7998.86,1964.88,1,NORMAL
3017,-1838.04,8012.97,1664.71,1,NORMAL
3018,-2000.95,8022.65,1418.62,1,NORMAL
3019,-1549.6299999999999,8075.3099999999995,1653.03,1,NORMAL
3020,-1712.69,8085.2,1407.19,1,NORMAL
3021,-1875.6,8094.880000000001,1161.1,1,NORMAL
3022,-1424.23,8147.469999999999,1395.8500000000001,1,NORMAL
3023,-1587.1399999999999,8157.150000000001,1149.76,1,NORMAL
3024,-2209.67,7427.61,3281.64,1,NORMAL
3025,-2016.1799999999998,7372.179999999999,3497.69,1,NORMAL
3026,-1822.69,7316.74,3713.75,1,NORMAL
3027,-1629.1399999999999,7261.08,3929.72,1,NORMAL
3028,-2295.19,7278.469999999999,3521.6000000000004,1,NORMAL
3029,-2101.7,7223.04,3737.6499999999996,1,NORMAL
3030,-1908.21,7167.6,3953.71,1,NORMAL
3031,-2380.63,7129.51,3761.85,1,NORMAL
3032,-2187.14,7074.070000000001,3977.91,1,NORMAL
3033,-2466.15,6980.36,4001.81,1,NORMAL
3034,-2391.06,7616.24,2686.35,1,NORMAL
3035,-2567.26,7621.5,2449.21,1,NORMAL
3036,-2743.56,7626.84,2212.48,1,NORMAL
3037,-2919.61,7632.05,1975.54,1,NORMAL
3038,-3095.86,7637.54,1738.4899999999998,1,NORMAL
3039,-2290.12,7721.29,2429.33,1,NORMAL
3040,-2466.17,7726.5,2192.39,1,NORMAL
3041,-2642.4700000000003,7731.84,1955.66,1,NORMAL
3042,-2818.58,7737.28,1718.8200000000002,1,NORMAL
3043,-2189.0299999999997,7826.29,2172.51,1,NORMAL
3044,-2365.1400000000003,7831.73,1935.66,1,NORMAL
3045,-2541.44,7837.07,1698.94,1,NORMAL
3046,-2088.0,7931.52,1915.79,1,NORMAL
3047,-2264.31,7936.860000000001,1679.06,1,NORMAL
3048,-3598.2999999999997,6946.07,3121.4100000000003,1,NORMAL
3049,-3329.72,7067.7300000000005,3104.13,1,NORMAL
3050,-3061.3999999999996,7189.52,3087.0699999999997,1,NORMAL
3051,-2792.68,7311.130000000001,3070.0,1,NORMAL
3052,-2524.17,7433.02,3052.8199999999997,1,NORMAL
3053,-3410.66,6922.58,3348.13,1,NORMAL
3054,-3142.14,7044.099999999999,3331.17,1,NORMAL
3055,-2873.63,7165.98,3313.99,1,NORMAL
3056,-2605.25,7287.54,3296.83,1,NORMAL
3057,-3223.08,6898.95,3575.17,1,NORMAL
3058,-2954.51,7020.610000000001,3557.89,1,NORMAL
3059,-2686.13,7142.17,3540.7299999999996,1,NORMAL
3060,-3035.65,6875.36,3802.0,1,NORMAL
3061,-2767.0800000000004,6997.02,3784.72,1,NORMAL
3062,-3492.61,7121.39,2812.6,1,NORMAL
3063,-3401.4100000000003,7246.92,2561.54,1,NORMAL
3064,-3310.0,7372.55,2310.36,1,NORMAL
3065,-3218.94,7498.12,2059.09,1,NORMAL
3066,-3223.2,7241.219999999999,2796.85,1,NORMAL
3067,-3132.0,7366.75,2545.78,1,NORMAL
3068,-3040.6,7492.380000000001,2294.6,1,NORMAL
3069,-2953.85,7361.29,2781.18,1,NORMAL
3070,-2862.45,7486.92,2530.0,1,NORMAL
3071,-2684.45,7481.12,2765.4300000000003,1,NORMAL
3072,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3073,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3074,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3075,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3076,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3077,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3078,-99999.0,-99999.0,-99999.0,3,LOWGAIN
3079,-99999.0,-99999.0,-99999.0,10,SPARE
3080,-99999.0,-99999.0,-99999.0,10,SPARE
3081,-99999.0,-99999.0,-99999.0,10,SPARE
3082,-99999.0,-99999.0,-99999.0,10,SPARE
3083,-1984.5500000000002,5132.1,-6376.67,1,NORMAL
3084,-2123.8999999999996,5295.74,-6174.099999999999,1,NORMAL
3085,-2263.33,5459.41,-5971.889999999999,1,NORMAL
3086,-2402.92,5622.98,-5769.28,1,NORMAL
3087,-2542.37,5786.799999999999,-5566.87,1,NORMAL
3088,-2267.4100000000003,5077.67,-6311.96,1,NORMAL
3089,-2406.98,5241.08,-6109.539999999999,1,NORMAL
3090,-99999.0,-99999.0,-99999.0,10,SPARE
3091,-99999.0,-99999.0,-99999.0,10,SPARE
3092,-2550.48,5023.01,-6247.4,1,NORMAL
3093,-99999.0,-99999.0,-99999.0,10,SPARE
3094,-3240.2300000000005,6732.75,-3884.6499999999996,1,NORMAL
3095,-2833.3300000000004,4968.42,-6182.88,1,NORMAL
3096,-2972.68,5132.06,-5980.3099999999995,1,NORMAL
3097,-1171.72,3684.02,-7482.910000000001,1,NORMAL
3098,-1460.5099999999998,3651.23,-7430.4,1,NORMAL
3099,-1749.17,3618.49,-7378.23,1,NORMAL
3100,-2038.0500000000002,3585.48,-7325.789999999999,1,NORMAL
3101,-2326.9300000000003,3552.7999999999997,-7273.5,1,NORMAL
3102,-1309.71,3436.5,-7565.700000000001,1,NORMAL
3103,-1598.37,3403.44,-7513.379999999999,1,NORMAL
3104,-1887.25,3370.76,-7461.09,1,NORMAL
3105,-2175.8199999999997,3337.9199999999996,-7408.7,1,NORMAL
3106,-1447.5700000000002,3188.71,-7648.68,1,NORMAL
3107,-1736.36,3155.9300000000003,-7596.17,1,NORMAL
3108,-2024.9299999999998,3123.09,-7543.780000000001,1,NORMAL
3109,-1585.34,2941.15,-7731.58,1,NORMAL
3110,-1874.13,2908.36,-7679.070000000001,1,NORMAL
3111,-2542.31,3849.29,-7047.02,1,NORMAL
3112,-2402.86,4087.74,-6942.14,1,NORMAL
3113,-2263.36,4326.03,-6837.66,1,NORMAL
3114,-2124.0,4564.26,-6732.849999999999,1,NORMAL
3115,-1984.6399999999999,4802.82,-6628.19,1,NORMAL
3116,-2685.7200000000003,4039.76,-6872.54,1,NORMAL
3117,-2546.36,4277.99,-6767.74,1,NORMAL
3118,-2406.86,4516.27,-6663.26,1,NORMAL
3119,-2267.5899999999997,4754.599999999999,-6558.66,1,NORMAL
3120,-2829.2200000000003,4230.0,-6698.139999999999,1,NORMAL
3121,-2689.95,4468.33,-6593.55,1,NORMAL
3122,-2550.45,4706.61,-6489.070000000001,1,NORMAL
3123,-2972.81,4420.34,-6523.95,1,NORMAL
3124,-2833.3199999999997,4658.62,-6419.47,1,NORMAL
3125,-3024.6499999999996,5930.639999999999,-5167.469999999999,1,NORMAL
3126,-2877.09,6133.92,-5012.110000000001,1,NORMAL
3127,-3293.4500000000003,5844.679999999999,-5080.12,1,NORMAL
3128,-3145.6400000000003,6047.870000000001,-4925.0,1,NORMAL
3129,-2998.08,6251.15,-4769.63,1,NORMAL
3130,-3561.9900000000002,5758.64,-4993.0,1,NORMAL
3131,-3414.44,5961.91,-4837.64,1,NORMAL
3132,-3266.63,6165.1,-4682.52,1,NORMAL
3133,-3119.0699999999997,6368.37,-4527.16,1,NORMAL
3134,-3830.79,5672.67,-4905.65,1,NORMAL
3135,-3682.98,5875.87,-4750.53,1,NORMAL
3136,-3535.4300000000003,6079.139999999999,-4595.16,1,NORMAL
3137,-3387.8500000000004,6282.25,-4440.0,1,NORMAL
3138,-3240.0599999999995,6485.599999999999,-4284.68,1,NORMAL
3139,-3951.7799999999997,5789.9,-4663.17,1,NORMAL
3140,-3803.97,5993.09,-4508.05,1,NORMAL
3141,-3656.42,6196.369999999999,-4352.6900000000005,1,NORMAL
3142,-3508.84,6399.48,-4197.52,1,NORMAL
3143,-4072.77,5907.129999999999,-4420.6900000000005,1,NORMAL
3144,-3924.96,6110.320000000001,-4265.57,1,NORMAL
3145,-3777.41,6313.6,-4110.21,1,NORMAL
3146,-2893.38,5769.53,-5400.18,1,NORMAL
3147,-3164.91,5688.74,-5316.889999999999,1,NORMAL
3148,-3436.44,5607.94,-5233.6,1,NORMAL
3149,-3707.88,5526.97,-5150.16,1,NORMAL
3150,-3030.5200000000004,5548.04,-5539.02,1,NORMAL
3151,-3302.04,5467.25,-5455.73,1,NORMAL
