pmt_id,position_x,position_y,position_z,type_int,type_name
350,7027.530000000001,4623.4800000000005,-241.20000000000002,1,NORMAL
351,6979.24,4714.38,75.01,1,NORMAL
352,7126.94,4458.53,69.2,1,NORMAL
353,7274.71,4203.03,63.120000000000005,1,NORMAL
354,7422.26,3947.39,57.29,1,NORMAL
355,7570.16,3691.7000000000003,51.48,1,NORMAL
356,7049.53,4578.34,327.67,1,NORMAL
357,7197.08,4322.7,321.84,1,NORMAL
358,7344.85,4067.2000000000003,315.76,1,NORMAL
359,7492.59,3811.71,309.94,1,NORMAL
360,7119.67,4442.51,580.3199999999999,1,NORMAL
361,7267.42,4187.02,574.5,1,NORMAL
362,7415.1900000000005,3931.52,568.42,1,NORMAL
363,7190.01,4306.83,832.97,1,NORMAL
364,7337.780000000001,4051.33,826.9,1,NORMAL
365,7067.8099999999995,4383.14,-1331.5,1,NORMAL
366,7012.32,4511.639999999999,-1071.42,1,NORMAL
367,6957.039999999999,4640.280000000001,-811.59,1,NORMAL
368,6901.39,4768.97,-551.53,1,NORMAL
369,6846.1,4897.62,-291.44,1,NORMAL
370,6900.789999999999,4626.29,-1319.5500000000002,1,NORMAL
371,6845.16,4754.97,-1059.74,1,NORMAL
372,6789.86,4883.62,-799.66,1,NORMAL
373,6734.389999999999,5012.099999999999,-539.8299999999999,1,NORMAL
374,6733.630000000001,4869.62,-1307.88,1,NORMAL
375,6678.139999999999,4998.11,-1047.8,1,NORMAL
376,6622.66,5126.599999999999,-787.97,1,NORMAL
377,6566.63,5112.75,-1296.1799999999998,1,NORMAL
378,6511.14,5241.25,-1036.1,1,NORMAL
379,6352.7,5367.41,1331.5,1,NORMAL
380,6457.759999999999,5274.93,1071.42,1,NORMAL
381,6563.02,5182.6,811.59,1,NORMAL
382,6668.22,5089.91,551.53,1,NORMAL
383,6773.490000000001,4997.5599999999995,291.44,1,NORMAL
384,6532.33,5133.429999999999,1319.5500000000002,1,NORMAL
385,6637.5199999999995,5040.75,1059.74,1,NORMAL
386,6742.79,4948.41,799.66,1,NORMAL
387,6847.84,4855.94,539.8299999999999,1,NORMAL
388,6712.1,4899.25,1307.88,1,NORMAL
389,6817.150000000001,4806.77,1047.8,1,NORMAL
390,6922.21,4714.3,787.97,1,NORMAL
391,6891.72,4665.29,1296.1799999999998,1,NORMAL
392,6996.78,4572.81,1036.1,1,NORMAL
393,7877.55,1339.1100000000001,2640.25,1,NORMAL
394,8007.98,584.51,2485.19,1,NORMAL
395,7986.67,876.93,2450.18,1,NORMAL
396,7965.370000000001,1169.3600000000001,2415.16,1,NORMAL
397,8074.49,707.43,2225.04,1,NORMAL
398,8053.19,999.85,2190.02,1,NORMAL
399,8140.77,830.0799999999999,1964.8400000000001,1,NORMAL
400,8188.7699999999995,1163.3400000000001,1395.6899999999998,1,NORMAL
401,8248.33,1011.18,1149.73,1,NORMAL
